review_id,document,topic
2634,i love love kath's character and how she portrayed it 3si ethan nmn good siya 3,3
2637,cathy garcia i'm under your bed,10
2638,kathryn the woman that you are,8
2639,they were tackling so real world issues let me tell you,6
2640,will you spend the rest of your remaining time here in hong kong with me,-1
2641,really shows reality,6
2642,di ko pa tapos pero feel ko nakakaiyak as a career woman,0
2643,aight nah,0
2644,ai generated version ng la la land,-1
2645,and she did the right thing,4
2647,shonget ng character ni alden sana si daniel nlng 2 at least mas gwapo,0
2648,"i cant unsee the dynamic of alden being a late 20s to early 30s guy and kathryn being a 21 y o also, kathryn bernardos characters cant get away from red flag male characters yes, i am talking about the hows of us",3
2649,good for her,4
2650,on netflix third viewing a love letter for struggled ofws who fight their own dreams to escape the harsh truth of society,2
2651,man from the 500 days of summer school of relationships gets mad when girl does exactly what she said she was going to do from the very beginning,4
2652,"i always thought kathryn had the best on screen chemistry with daniel but i stand corrected i rarely give films 5 stars but this one deserves it, i loved and enjoyed every second of it, though id hoped wed see what happens next or thy thered be at least a second season of it",3
2653,the world is so big,0
2656,buti nagiisip yung character ni kathryn dito kasi baka masiraan akong bait if nagpakatanga nanaman ang female lead sa pagibig ughgg also creepy ng character ni alden dito pero he's actually a good choice for the character kala ko madidisappoint ako kasi hindi si daniel kapartner ni kath hehehe,0
2658,"pair falls in love girl leaves country to pursue her dreams while boy opens a bar is this la la land or hello love goodbye id be lying if i said i didnt fall for any of them, though but this movie had than that it was...",-1
2659,joythis is a heartfelt film that beautifully captures the struggles and dreams of ofws it was a tear jerking and relatable movie experience for anyone who has ever chased a dream,1
2660,"i am sick, i have a cough, it's 3 am, and i mostly screamed at the top of my lungs only during the first half of this movie no more than the first half and i still half regret those pillow screams because i think my cough is a lot worse than it was roughly 117 minutes ago and yet, the crazy thing was they really got me in the first half, and i got what they were giving me some screams, some pillow punching, some inevitable cringing on corny lines but i was smiling the whole time , so that's at least a mission success",1
2661,"ang ganda the plot, the lines, how relevant the main issue is for many filipinos ofw's the acting, god tier talaga the chemistry rin no doubt why this has such an amazing impact sa movie industry ng pilipinas at first, kala ko mejo overrated pero as i watch it, nakita ko kung bakit maraming may gusto sa movie na ito did i cry yep, hahah i will firmly say na this is my first hello but never the last goodbye for this movie",2
2662,mid pero i enjoyed it joy saying sasaya sha sa canada ooohhh just like me fr slash j,-1
2663,parang gusto ko bigyan ng voucher sa pamasahe si kathryn,10
2664,"ang ganda ng opening sequence yung busy si kathryn and pinakita repetitive days nya wtf aktres ang galing lang din talaga ni kathryn in general in this movie best actress of her generation change my mind the first time na napanood ko 'to was grade 6 pa and di ko sya oa na nagustuhan it was a meh for me, and that reaction stays naging panggulo yung character ni ethan kay joy",0
2665,kathryn bernardo saved the movie,-1
2666,"the photography of hong kong is gorgeous kathryn bernardo is amazing in this film most of the acting is pretty good the movie is quite romantic in a way you don't often see in movies at times, the male lead is creepy toward his love interest bernardo and her friends keep me invested in the romance the story itself is pretty interesting and, at times, heartbreaking",-1
2667,im gna jump off a cliff,0
2668,pwede na siya for the groundbreaking over the bakod partnership nila kathryn at alden but kathryn literally carried this movie love u kween,-1
2669,watched this lot of times and i still cried,-1
2671,"kathryns talent is way beyond her years but she cant just carry the entire film on her own our country has so much to offer, not to say that filming abroad is outright worthy of condemnation at least work hard and present matters about that country that people already know off the top of their heads it has the sincerity of people in a photo booth posing against a green screen women shouldnt have to sacrifice their progress for a man, any man, whether it be her father, a billionaire, or a misogynist deadbeat who professes his undying love for her we need more films about the filipino diaspora",-1
2673,"if nothing else, im glad that a movie about international migration and the conditions created by global labour arbitrage can and did decimate the avengers at the box office",2
2674,f ethan good for joy,5
2675,actually one of the saddest filipino movies out there they finally cooked for once the acting by my girl kathryn is too good i remember watching in theaters everyone was crying lol and now that ive seen la la land that movie and this one are pretty similar,2
2676,gf pwede naman mag video call,0
2678,"i wish i watched this when it first came out its such a good film the chemistry between kathryn and alden was something else i also loved both their acting it made me laugh, cry, and also annoyed especially with the body shaming lines but overall, this was a good film and i enjoyed it very much hoping alden and kathryn get another project to work on again",3
2679,hibian ko gd ni ya always it's so realistically beautifully written kanamiiiiiiiii huhuhuhu,0
2681,the movie needed a better score but it was so good,1
2684,will i get tomatoes if i say na mas may spark sakin si kathryn and alden,0
2685,"firs time watching this 4 years ago, i was sobbing kathryn bernardo is good in this alden richards is fine, despite being miscast as this fuckboy trying to make ends meet there were affecting moments, and a few moments that make you feel butterflies in your stomach",3
2686,this was cute why lie,6
2687,kung nagawa nilang magkaroon ng kathryn alden tandem maybe its time for kathryn and nadine in one movie pls pls pls pls,0
2689,oh so you want me to kill myself,0
2691,we love you ms kathryn bernardo,8
2692,kathryn bernardo carried,12
2693,"joy kath , ako na lang pls di kita papapiliin",0
2696,"i appreciate the premise and how it's been told the realities of being an ofw and how specific it is in the context of the filipino community in hong kong is a preference thing, but alden and kathryn held their own, but apparently doesn't work together for me and it is a romance so it's kind of fundamental it could be beautifully picturesque in a theater screen, but with the ratio it felt very tv show this is basically me nitpicking but i would appreciate a noticeable difference with tv and movie but overall, not a bad watch not really will i consciously choose to watch this again to kill time, maybe does it deserve to be the highest grossing filipino film the cast was heavily influencing for that",2
2698,edi wow,0
2700,tama yan joy ituloy mo yang canada,0
2701,"lol why did they have alden act like an hk cop and pretend it was cute kathryn carried, ako yung kinikilig pag nagi i love you si kathryn, para sakin talaga yoncute ng running gag nila sa i love you",0
2702,"this is cute idgaf, im sure there are other things to point out sa movie nato pero ang masasabi ko lang na mali ngayon ay yung tattoo ni alden na pentel pen haha",0
2704,so goodddd i think the whole appeal of this na being realistic was so nicely executed it really brought the story to life and i swear bagay si kath kahit kaninong actor f that padilla,-1
2705,"watching this after that breakup issue, mas na appreciate ko 'to i feel u joy",-1
2707,a movie that a kathryn bernardo carries to the end also really like how much detail on the ofw experience are woven in into the story and thats what makes it stand out among other films with ofw themes,-1
2708,pls pls irelease niyo ang epilogue kung san nagkatuluyan sila pls pls umiiyak na yung tao eh pls pls need ko lang makita na totoo pa pala ang love at happy endings pls,0
2709,"i love u, joyi hate men talaga,,,,, theyre only a hindrance to ucorny kaayong soundtrack i cant",-1
2710,they are so midnight rain coded,-1
2711,it was aight,6
2713,in fairness kay alden recharge,0
2714,"mahal kita, pero sa ngayon mas mahal ko 'yong sarili ko this is actually a good film, to be honest i wanted to give it 4 or 412 star just because how well it is written however, the way alden deliver his lines cringes me after a long time of believing that alden is a bad actor and refusing to watch the highest grossing filipino film, i finally gave this film a chance alden is still a better actor than daniel, though, so, i'll give him that overall, it's still a well done film, providing a perfect representation of how hard it is to be an ofw love you, cathy garcia",-1
2715,best kathryn bernardo movie acting for me,3
2717,"there have been a number of films about the life of an overseas filipino worker, as our country is unique to have a very significant population pursuing this route among these films, there are gems that stood the test of time, and probably influenced real life and further films, as we see in a scene in this film what makes hello, love, goodbye enjoyable is how effortless it presents the culture, the active and passive decisions, that ofws take, to fulfill their purpose while there is a wide cast of characters with their corresponding side stories, nothing feels misplaced maybe a few were quite less filling, the different facets and permutation of circumstances of filipinos living abroad, provides a peek to a rich tapestry for wider stories of these characters more than how these stories are told, as enhanced by the shot choices and camera movement that let you fall in love with the cityscapes, is the courage to not shy away from the route of the socially desired, mainstream choice until when though do filipinos need to be pressured to make these choices, to enter these circumstances",2
2718,"finally, a movie where kathryns acting is matched with the male lead",3
2720,pero potangena kathryn galing talaga umarte,0
2721,finally getting around to watching this is how i celebrate the end of kathniel,-1
2722,slay kathryn,10
2723,aray teh,0
2724,the lessons and the chemistry between these two actors man,3
2725,if i were joy i would choose to stay for love then regret it after bc im that bitcg,4
2727,this is a cute romance movie,1
2728,"hello, love, goodbye is this generation's answer to anak 2000 , which i recently watched i recall someone asked ricky lee if anak were written today, what would it look like, he said communication dynamics might be different, the setting, but the economic situation of the filipinos in hong kong and their families back home is still the same it is also inter generational in a way that joy, is a daughter of a dh",7
2729,me watching this everyday para hindi tanggalin ni netflix,0
2730,to wish for your loved ones what is the best that is called true love,4
2731,"tell me why i'd watch this over sunday beauty queen, anak",-1
2732,have seen many movies series leaving soon from netflix i never cared at all but i dont know y i wanted to rewatch this but still i felt bad for him may be he hide the ring in his suitcase or just give to her directly,3
2734,second time watching kathryn since she's dating the gangster years ago and wow im starting to become a fan,3
2735,ethan is a selfish prick never asked joy what she wants glad that is how the movie ended gives them more time to grow as their own selves,5
2740,"i actually genuinely loved this film kath served, as always alden has good rizz they honestly have better chemistry than the loveteam imho this is a good watch",3
2741,watched this bcs netflix said it was leaving slay ang one month love that rekindles ur joy for life ig great soundtrack dito pala galing music ng grade 6 quoh mukhang nastuck kayo ah okay lang stockroom naman to eh,0
2742,got persuaded to watch this by my best friend bc they are bagay for me to see it myself and grabe grabe grabe grabe i see the visionrelated reciprocal liking is such an interesting phenomenon,1
2743,ethan a pick me boy im dyingkathryn bernardo the woman that you are we love you,5
2744,gets better every time i rewatch it lol ganda ni kathryn,1
2745,"realistic portrayal ng ofw, guds",-1
2746,ok lowkey made me tear up just a bit,6
2747,"deserve ang 800m at sobra kong na appreciate acting ni kath, naiirita kasi ako dati lalo na pag movie ng kathniel to the point na di ko napapansin na sobrang galing niya nyahaha sorry kath luv u beh",0
2749,"god, when will the philippines retire the overly persistent dude wearing down the uninterested girl with his charms this film kind of makes up for it with the sheer support radiating off both the characters later in the movie, but it, along with other well worn cliches, threaten to wear the movie down thankfully, though, it doesn't it's still very much typical pinoy romcom, but it's also one of the best examples of the genre there is poignancy, clear set goals from each character, and most of all, a lack of certainty in the end of their love story joy's young cousin doesn't overcome the hardships she faces as a newly minted domestic helper, but she does tap out and get out of them joy and ethan come together at a time in joy's life when she is just about to leave to canada in search of greener pastures hello, love, goodbye gets that it as a movie has experienced true life, and despite being cornier than most, it's got its finger on the pulse of the way people love and laugh, especially when time is so fleeting this is the best acting work on either of the two sides, kathryn bernardo and alden richards a change of pace brings out the best in you, i think",2
2750,this movie hits straight to the heartstrings when youre a breadwinner whose brain is haywired into thinking that you need to provide everything for your family i really enjoyed watching it it wouldve been a great movie if it werent for ethans constant stalking and weird antics towards joy,9
2752,"good, not as good that she's dating a gangster",-1
2754,slice of life drama that you can empathize with imperfect characters trying to achieve dreams as overseas workers in hongkong both bernardo richards carried a lot of emotional baggage over cute romance,2
2756,tbh i had some reservations about watching the film at first because i thought the duo's dynamic wouldn't work but so far they did pretty great there are some pacing issues at the second half but overall it's a pretty solid film the film unfailingly showcased kath's acting prowess and versatility alden is so charming too and proved that he can go toe to toe with kath i wouldn't mind seeing this pair in future projects if the opportunity where to arise,3
2758,"sobrang ganda ng chemistry nilang dalawa honestly the woman that you are, kathryn bernardo plus napapantayan ni alden, kudos to him the film really shows the reality of life every character is imperfectly perfect, having their own flaws im glad the film ended the way it is gives them time to grow",13
2759,"many problematic things about this movie music, fatphobic jokes, script, and the perpetuation of this annoying manliligaw culture...but these do not take away from the fact that kathryn played her role so well also loved how the film highlighted dhs in hong kong, but thats just about it",-1
2761,part 2 when,-1
2762,dreams men,4
2763,ethan is creepybackground music is distractingliked the intro and overall story thoughu go joy follow your dreams,9
2764,"both are a really great actor kath's break out shell glad they took this one more projects together, please or a sequel",3
2765,"hello, love, goodbye owes its strength in how well written joy's character is she braved leaving the philippines for hong kong to be able to provide for her family and fulfill her dream of uniting her family again she had to sacrifice a lot of things to be able to make it a reality, yet she remained steadfast in what she wanted did even if she had to give up on love here, we see kathryn at her best and it's nice to see her paired with alden who's able to keep up with her other aspects of the movie needed improvement, but kathryn's acting prowess carried the movie through",7
2766,"that part lang ako iffy but the plot, the casting, the lines, it was such an interesting story",-1
2768,okay lang si kathryn to eh,10
2769,this movie was controversial back then but oh were they brave to release this love the acting 3,1
2770,"to start off i don't usually watch romance movies, or better yet movies at all i happened to have seen a video of them alden and kathryn and their interviews compiled and it caught my attention, so i decided to watch the film, and gosh, no regrets story was awesome, pacing was nice although i felt it was slow for me alden and kathryn's chemistry is something i'd like to see once again",3
2771,"not a big fan of filo romance but this one is truly an exception it depicts the realities of love, life, and dreams it gives love a different perspective that many can relate to, especially people who are in the midst of chasing their dreams and let themselves love and fall along the way",14
2773,"goods naman, naccringe lang talaga ako sa background music tas sa random pick up lines or idk hahahah t t",0
2774,ethans character made me uncomf at times but kath and aldens acting is so good nice chemistry,3
2777,drama was very good but di talaga ako tinatablan sa pick up lines or rizz ni alden e mas bet ko pa mga banat ng side characters like nila kakai at joross,0
2778,"maybe its the very real experiences and plight of ofws our people work hard, endure family separation, face exploitative conditions while working abroad and caring for other families so much admiration for the migrant domestic workers activists in hk fighting for dignity and agency i have many thoughts but this letterboxd review will not become a statement just needed to watch this before it left netflix",2
2780,sentiment stays the same best kath movie,3
2781,lovette na di pinilit yung pag stay at nag ano sila sa sarili nilang buhay hay pero mas maganda yung subplot sa family nilang dalawa and sa hardships ng pagiging ofw talaga kaysa don sa romance pero parang balanced naman for me yung pinakita since parang ayun din talaga ang pinaka conflict nila lovette deserve nmn ang highest grossing filipino film of all time,0
2782,ethan is the standard,5
2783,"ive been putting off watching this movie for years now because when it first came out, several of my friends mentioned that joy reminded them of me and then i noticed that netflix is removing this title tomorrow so i thought why not hello, love, goodbye is yet another ode to our countrys unsung heroesour overseas workers, but with a more authentic touch it takes on new angles and anchors its narrative specifically to hong kong, which coincidentally happens to be one of my favorite places and the only country im inclined to visit more than once in my lifetime this film reminded me of my yayas my family helped to get to hong kong to seek greener pastures and my own relatives who took a gambit and flew out of the philippines to get a better shot at life as well it spoke to me as a fellow ate eldest sister whod do anything for my family, even if it meant doing so at my own expense hello, love, goodbye is an honest portrait of our culture and a reminder that we filipinos have a shared existence that transcends time and placefind comfort in that spoke to me on so many levels",7
2784,i thought this was going to be some groundbreaking work of art with all the good things that ive heard of it but you know what it made me feel a lot of things and that is something good in my book,1
2785,"i dont know why but after rewatching this for the nth time, i'm bumping my last rating to near perfectsometimes talaga, love is never enough",-1
2786,"the moment that one has reduced to tears when struggles of ofws were perceived, those struggles were unspeakable truths for them just to display a strong facade in front of their loved oneson the other hand, the perspective they highlighted of being a woman, like pag ang babae, bigay nang bigay, tanga brought fluctuations of emotions that one cannot turn into enunciation, from the mother, to joy, and to every woman who undeniably shows their main course of affection, with no realization they serve on the table their sacrifice that owes freedom of own's disposition set by societal expectationssa lahat ng kababaihan, sana ay mabigyan kayo ng pagkakataon na unahin ang pangarap na matagal nang pinaghihirapan",1
2787,loved it,-1
2789,cute ng dimples ni alden,0
2790,"the ending was so satisfying if this was a kathn l movie, i bet joy would have chosen ethan good thing it is not i was really in a genuine happiness when we were cringing together in the kilig scenes the movie has attempted to do kathryn really carried the movie, though",9
2792,this is the third time i watched this movie and it never fails me to make me cry grabe chemistry ni kath and alden dito im hoping that theyll make a part 2 of this movie,1
2794,kulet mo kasi ethan,0
2796,"kathryn bernardo is a superstar in the philippines, once again she nailed her role, an independent, hardworking, brave, ambitious but overloaded ofw joy this movie tells the story of ofw in hong kong, or perhaps it also reflects the life of them in other countries, their hope, their dilemma and their sacrifice despite kathryn and alden delivered solid performance, the character of ethan is not that lovable, most of the time hes pushy , ' , ' ending spoiler alert luckily at last joy insisted to follow her dream, didnt end with typical cheesy love story my review on hello, love, again 2024",-1
2797,"somehow combines all movie character tropes possible in the typical pinoy cinema fashion but still had me balling my eyes outthis is truly peak pinoy cinema beyond the portrayal of a healthy relationship finally , i truly enjoyed the portrayal of dh workers in hk in full transparency and rawness especially with sending remittance back home as kathryn also to save money pag ipunan for her nursing agency to fly to canada domestic labor is one of the main sources of income for many filipino women both at home and abroad joy's situation is very lucky compared to other experiences i've heard of dh being abused and exploited by their bosses other than being a film starring kathryn bernado and surprisingly not daniel padilla, i wonder what power this film could've had on shedding light on the exploitation, rights, and working conditions of dh workers and the outsourcing image we have as filipinosanother line that truly resonated with me was when joy's ama reprimanded joy for abandoning her disabled daughter, annie, on the street joy's amma exclaimed, how could you do this to her, i thought u loved her this made me think about the complexity of love dh workers face in ur job description, you must love other peoples children, u care for them daily, watch them grow up, and essentially fill in this role of a parent to these children all while being miles away from your own family and often times unable to spend quality time with them for years until your contract expires to what extent to dh workers feel love towards the children they care for while simultaneously feeling guilt that they cannot be there for their own family or children one possible answer in resolving these complex feelings of love, guilt, and regret is by reminding yourself your sense of purpose in which most of these dh workers find purpose in their love for their family willing to sacrifice to put food on the table and support the education of their loved ones yaya is fantastic documentary that follows the life of a dh worker who in the director's, justin cheung's, words, helped build a family at the expense of her own",2
2798,i love bye bye netflix,-1
2799,hello love goodbye 11 years,4
2800,teka ang ganda talagaaa,0
2801,healthy breakups are always the hardest 3,4
2802,galing talaga ni kathryn sa totoo lang hahaha wish dialogue was better though,0
2803,okay cute pairing im glad kathryn is out of that pairing lfg find your full potential sis,10
2805,2nd time watching this wow,1
2806,"sana ok yung linyahan kasi ok yung atake sa material niwey, she did the right thing sa dulo and ang ganda ng cinematography",0
2807,"good thing, daniel padilla wasn't the leading man",-1
2808,"kathryn bernardo's performance carried the entire film glad her character did the right thing at the end the film's attempt at shedding light on the situation of many ofws living in hongkong is commendablealden, on the other hand, well",-1
2809,we deserve part 2,-1
2810,i love you,4
2811,buti nalang ito yung highest grossing film ni kathryn deserveim really a sucker for romance amidst poverty pwede naman ang ldr ah,0
2812,"the first filipino movie that became my favorite immediately after watching this i was never a fan of both actors, kathryn and alden, but they were so good and they have an unexpected chemistry between them i watched this with my bestfriend and we both loved this i remember that i was a graduating student in shs when i watched this film and even then i could relate na agad kay joy i can feel her exhaustion with everything that is going on in her life and her wanting to be more is so relatable for me as for ethan, i guess nakakarelate din ako doon sa fact na i'm willing to take whatever a person could give kahit na bare minimum and hindi ko naman deserve wahaha pero at least alam ko naman ang priorities ko sa buhay",-1
2814,nvm this is a kinda film,1
2815,goods naman,0
2816,joy is here,11
2818,this is our la la land,-1
2819,kathryn hard carried,12
2820,shuta ang sak8,-1
2821,"hello, love, goodbye, aray",4
2823,"ang choice ay para sa mayaman lang iba talaga ang tama ng kwento ni joy sakin, dahil i see a fragments of myself on her",0
2824,on a serious noteshettttttzddzgandaaaaaastar cinema brand lang talaga yung kailangan every 1 2 minutes may hugot line no kaya minsan nakakainis presensya ni alden kasi alam mong babanat siya ng cheesy lines pero i stayed kasi ang galing ni kathrynnn binuhat ni kayhryn ang pelikulang ito at kayang kaya niyang buhatin ang kahit anong pelikula basta shempre maganda 4 1 2 stars kasi tingin ko the last pages of the script would work lung sinabi rin ni ethan na mahal kita sa kung paano siya sinabi ni joy mas malakas na malakas siguro yung tama sa aking kung tagalog na yung lines doon sa may port scene ba yon kasi makikita mo yung honesty sa mga mata nila kaya hindi ka magc cringe kahit tagalog na yung word kasi kita mo yung magical connection at yung puso nilang parehong handang maghintay sa kanilaanyway ganda ng pelikulang ito kahit na pakiramdam ko pinagkaitan ako ng leaving the airport at kissing scene hahahaat tanga ni daniel padilla,0
2826,"tbh i enjoyed this more than to any kathniels movie kasi finally napartner na rin si kath sa marunong umarte lol joy on the other hand, is a panganay na napilitang mag abroad para may pang tustos sa pamilya and i felt herrr",0
2827,yung slight giggle talaga everytime lumalabas dimples ni alden haha,0
2829,watched this in the cinema with ate hannah and ate gwen,1
2832,isa pa with feelings 2019 hello love goodbye 2019 joint slay,4
2833,"see u soon, hongkong",-1
2834,umiyak ang kiffy ko,0
2835,"my mom said, this is why they say kathryn is great in acting she didn't watch any kathniel movies before and this is the only time she watch kathryn's work and she made that statement lollove the chemistry of alden and kathryn the lines, intimate, and crying scenes are all great hoping for another project with their tandem",3
2836,"ang galing nilang dalawa this film shows how love can be so selfless handa tayong sumugal sa taong mahal natin kahit nakataya dito ang buong buhah natin kung ako ay papapiliin gaya ni joy kung pangarap o pag ibig, mas pipiliin ko ang aking pangarap",0
2837,not the best story but damnz kath and alden's performance is superb like oscar worthy and im not even kidding they should get more roles together like this is really a showcase of their acting capabilities it's insane kudos to these two actors,3
2838,more of alden kath movie in one frame pls,-1
2839,"and i will always remember you as someone who loved me, and allowed me to live my dreams and i will always remember you, as someone who believed that i can be more shutakau baket kase",-1
2842,hlg thou,0
2843,"an unusual plotstory, because it is telling a love story of a pinoy imigrant, a domestic helper in hongkong quite a fresh idea moreover, i like the ending, because it doesn't romanticized that they have to be together for the sake of love, so they sacrifice their dreams and future in the end, joy still chooses to go to canada to follow her dream for a better future, and refuse to stuck in hk even though her love stay there yes, girl hk scene where there's so many domestic helpers immigrant, mostly in victoria park where they commonly have gathering there, represented well",2
2844,huy ang ganda ganda pala talaga nito ang ganda ng story ni joy and ethan but at the same time ang ganda rin ng pagkukwento about sa buhay ofw,0
2845,goated filipino movie,2
2846,this movie y'all kathryn fucking bernardo,-1
2847,i actually like it more kesa sa the hows of us plus me lang ba or creepy character ni ethan atsaka gago ba sya nagplano sya ng buhay ni joy na di man lang sinasabihan si joy tas sasabihan pa nya ng selfish eto ka cute ni alden dun sa nakaupo sila sa bench after nya mag hibernate,0
2848,ethans dialogue throughout half of the film had me thinking why would he say that but the story and acting saved the script,9
2850,bagay magkakapatid sina alden jameson at anthony hahahaha,0
2853,we need more movies with them together,1
2854,"this is cathy garcia's redemption after a disappointing film, the hows of us i was very impressed on how they showed the struggle and working conditions of filipino domestic helpers in hong kong the storyline might be predictable yet it is straight to the point, and effective to touch the audiences star cinema might repeatedly used their formula for a romantic drama comedy film but they handled it properly the side story of kathryn's and alden's family are justified to be part of the story for us to understand their present decisions the friends from both sides are only present for comedic purposes but it can be problematic as it serves distraction to the real issue though, i appreciate the presence of kathryn's companions who are also domestic helpers as well, alden's pick up lines are so irritating and i am happy kathryn was not doing it above all, this is a breakthrough performance of kathryn bernardo as she matured to handle a strong female character and let go from her previous fragile roles this film proves that kathryn does not need daniel to be recognized as a great actress",2
2855,sorry pero ship ko talaga sila,0
2856,see when you don't box actors into loveteams,-1
2858,"both of their characters are relatable as the family's primary provider, joy has goals for her life, but when they first meet, ethan has no idea what is going to happen to him they don't have a proper closure",-1
2861,10 10 kasi ang realistic so much ng storyline,0
2864,ethan is just daniel padilla if daniel was like 70 a better person,5
2865,hello love kipaykath piliin mo lang ang sarili mo always and forever ang aasim ng mga lalaki,0
2867,"pera at realidad nanaman kaharap ko eh how do i startfor starters, money can really make the world go round ang sarap maging residente ang sarap magloko ang sarap magpaka gago kung alam mong wala masyadong mawawala sa'yo ang sarap maging mayaman pero in the end, mamamatay din tayong lahat i will forever ponder about how unfair life would be for all and i will carry that with me talagang talagaang choice ay para lang sa may mga pera talaga",0
2868,best kathryn role,3
2869,watched this in cinema twice lol its that good,1
2871,wala na kong masabi kasi ilang beses ko na ata to napanood at wala na akong energy nung madaling araw ng 13 pero ang funny talaga ni joross gamboa pls,0
2873,"joy nag oopen up abt sa mga problema ethan so, tayo na",0
2875,one of my fave kathryn movies,3
2876,high quality generic filipino romance movie,2
2877,"selfish ba talaga si joy o paladesisyon ka lang, ethan",0
2878,"it's not an unusual ofw love story but i liked that it's distinctly advocating for standing up for yourself, being individualistic joy still choosing herself ethan persisted on building a new chance to live a good life , and taking earning the 2nd chances in life it has its problems in regards with the character ethan he's pushy and a bit creepy especially in the first part but regardless, i appreciate that it is realistic to the struggles and situations of being an ofw and the relationship between the couple and the character's family dynamics as well thank god that joy still chose herself in the end regardless whether or not what happens to the two of them in the said future also, i think this is my favorite kathryn bernardo's acting so far, she really embodied the complex character of joy",9
2879,its very nice i get how it got people in the feels the ending was expected,-1
2881,"i mean, sure, the ofw experience is a curious and important subject to explore, but aside from thatand the stellar performances of the actors minus maymay entrata's , there's really not much going on i super, duper, to the max, love you this is an actual line from the movie, mind you",-1
2882,"babalik ako, a",0
2883,midnight rain came to mind,-1
2884,if we hold on together ay sorry maling pair pala,-1
2887,i'll write a proper review when i'm sober but jesus crhsit it was so so good,1
2889,"if there's one thing filipinos are good at making, it's romance movies",2
2891,"ang galing ni kathryn dito what the hale and ang cool lang sakin kasi kakapanood ko lang din recently ng sunday beauty queen tas ganon pala talaga sa hong kong ano, nakakatuwa na may community talaga ang mga pilipino don esp yung mga domestic helpers",0
2892,"the woman that youre kathryn speaks about ofw, overachiever na naging sino lang sa ibang bansa sa hirap ng buhay",-1
2893,i was pleasantly surprised by alden richards in this him and kathryn bernardo had really good chemistry definitely wouldn't mind seeing them in another project together,3
2895,melodrama works,-1
2896,never not love you but better,4
2897,"i love this movie, i cannot express in words how much i love this movie, i forgot when i watched this",1
2898,i love joys arc saur muchhhh i wish i could hug her and fuck ethan hes a guy,5
2899,"dreams, life, realizations, love",4
2900,you were my townnow i'm in exile seein' you outi think i've seen this film beforeso i'm leaving out the side doorso step right outthere is no amount of cryin' i can do for youall this timewe always walked a very thin lineyou didn't even hear me out didn't even hear me out you never gave a warning sign i gave so many signs,-1
2901,joy nagrarant ethan bumanat,5
2902,"mag add stars ako kasi finally, a kathryn bernardo movie na hindi nagsettle si kath sa ekalal na kulang sa plano sa buhay at puro landi",0
2903,great watch sa bus,-1
2904,okay lang sana may part 2 nito haha,-1
2905,this star is for kathryn bernardo who carried the entire film on her back,12
2907,kinilig na akong panoorin toh after the break up hehe,-1
2910,"so wholesome, title is real",6
2912,their chemistry was so good that made the film much better,3
2913,their chemistry is on point,-1
2916,can't you love me,4
2917,better than any kathniel film imo,3
2918,"i watched this film for my thesis, and i loved it its more than just a typical romance film because it also explored the struggles and plights that ofws experience plus, it delivered a beautiful message about dreams and why we shouldnt give up on them despite the setbacks we encounter ramdam na ramdam ko yung emotions ng story, and ang galing nina kathryn at alden dito they gave such moving performances however, as much as i love this film, there are some things i didnt like too many subplots, and not all of them were done well as the film focused on joy and ethans love story, many subplots got overshadowed and lost their emotional impact the one with joys mother towards the end wasnt even built up properly i appreciate the representation but these disabled characters were just... there and why is it that both of joy and ethans fathers were disabled i feel like they couldve written the conflict without making ethan a red flag character without making him disregard joys dream if they spent more time on it, it wouldve hit harder and wouldve really highlighted mary dales plight as an ofw nevertheless, despite these criticisms of mine, i really love this film it made me smile a lot today",-1
2919,"2019 ranked i need to write an essay about this movie for school, which is why it was necessary for me to rewatch this one the way i looked at this movie is that i appreciate the drama with regards to their hardships as an overseas filipino worker ofw than the...",2
2920,"it's like the romance drama version of the 2016 mmff best picture 'sunday beauty queen' so much respect for our hardworking ofws not just in hongkong but all over the world you appreciate all the sacrifices they make and feel the longing and suffering they endure just to send money to their loved ones back home 2 the cast i've always been a fan of alden richards' acting skills and he certainly didn't disappoint i initially thought the role didn't suit him based on the trailer but he just proved that he's one of the best young actors around the supporting cast were all great from joross gamboa, cacai bautista and lovely abella these 2 were riotous , maimai entrata, jeffrey tam, jameson blake to veterans lito pimentel, maricel laxa pangilinan and william lorenzo to even the local hongkong actors but it was kathryn bernardo who surprised me the most she really has grown as an actress from her teleserye days since i choose not to see her movies with daniel padilla, i never expected her to be so effective and sympathetic as the young woman torn between following her own dreams over love i thought this was more of her movie than alden's 3 the soundtrack moira, moira, moira just hearing her voice in 'kung 'di rin lang ikaw' and 'ikaw at ako' gave me goosebumps and these 2 songs were the perfect soundtrack to ethan and joy's love story 4 the setting who would've thought that the busy streets of urban hongkong would look beautiful on the big screen kudos to the cinematographer joy and ethan mouthing them all off sometimes felt forced just for the viewers to remember and quote them when they talk about the movie nonetheless, ang pelikulang ito ay ma i really loved it",2
2922,te amo joy marie fabregas,4
2923,natutulog pa ba si joy nauunahan niya pa rin yung alarm niya kahit pagod na pagod siya shet sana all,0
2924,"palms were sweating, knees weak, turons is ready, theres sugar on my sweater already",0
2925,honestly na gustohan ko to gandang views sa hk at cute naman sila,0
2926,jameson blake and anthony jennings as siblings i'm smiling from ear to ear,0
2927,when they were watching anak i went crazy,-1
2928,kathryn can act without the need for a love team or leading man,3
